cidade,area,quartos,banheiros,garagem,valor(R$)
Belo Horizonte,85,3,2,1,411000
São Paulo,70,2,1,0,748200
Rio de Janeiro,50,1,1,0,327400
São Paulo,38,1,1,0,510200
Porto Alegre,147,3,3,3,545600
Porto Alegre,222,3,2,2,1255600
São Paulo,185,4,4,4,2227800
Campinas,284,3,5,6,1228800
São Paulo,45,2,1,1,351800
Rio de Janeiro,290,3,3,1,1564400
São Paulo,74,3,2,2,443200
Campinas,115,3,2,2,791400
Porto Alegre,37,1,1,0,405800
Belo Horizonte,650,7,6,3,2892400
São Paulo,30,1,1,0,293800
São Paulo,87,1,1,2,1804200
São Paulo,553,5,6,5,2446000
São Paulo,250,3,4,4,3096100
São Paulo,600,4,5,6,1810200
São Paulo,250,3,3,3,943600
São Paulo,30,1,1,1,444200
Belo Horizonte,62,3,1,1,256400
Rio de Janeiro,115,2,2,2,802800
Rio de Janeiro,130,3,1,0,1614200
São Paulo,35,1,1,0,466400
Belo Horizonte,350,4,3,3,2568200
São Paulo,100,3,2,0,792000
Campinas,85,3,2,2,808000
São Paulo,60,1,1,1,324600
Campinas,197,3,3,2,891400
São Paulo,177,4,5,4,2355600
Rio de Janeiro,96,2,1,0,1189200
São Paulo,48,1,1,0,240400
São Paulo,678,5,6,4,3645600
Rio de Janeiro,126,2,2,1,1963400
São Paulo,130,3,3,1,1180200
Campinas,113,2,1,1,405600
São Paulo,380,3,4,2,2628000
São Paulo,80,1,1,1,902400
São Paulo,20,1,1,0,511000
São Paulo,32,1,1,1,450800
São Paulo,420,4,6,4,4188100
São Paulo,500,8,5,2,2543600
São Paulo,33,1,1,1,716200
São Paulo,700,4,6,6,2972400
São Paulo,50,1,1,1,223400
Porto Alegre,70,2,2,0,364000
Belo Horizonte,332,3,2,8,1477000
Rio de Janeiro,83,2,3,2,2211600
Campinas,62,2,2,2,770600
São Paulo,30,1,1,0,738400
São Paulo,240,4,6,4,1293200
São Paulo,27,1,1,0,169600
Rio de Janeiro,87,3,2,1,545200
Porto Alegre,238,3,3,3,1021800
Rio de Janeiro,68,2,1,0,700000
Rio de Janeiro,30,1,1,0,305400
Rio de Janeiro,24,1,1,0,348200
São Paulo,80,3,2,1,423200
Belo Horizonte,70,3,1,1,290600
São Paulo,250,4,3,2,2030100
Belo Horizonte,83,3,3,2,950600
Porto Alegre,339,3,5,4,3607900
Campinas,75,2,1,1,263400
São Paulo,154,4,3,3,1355600
Rio de Janeiro,80,2,2,1,568000
Porto Alegre,156,3,1,0,453200
São Paulo,190,3,4,3,2207500
São Paulo,200,3,2,2,747000
Belo Horizonte,600,3,5,8,2233600
Belo Horizonte,57,3,2,1,283600
Belo Horizonte,110,3,2,2,683600
São Paulo,240,3,4,5,2216200
São Paulo,40,1,1,1,675200
Campinas,160,3,2,2,588000
São Paulo,120,3,2,2,1463000
Campinas,51,1,1,1,318200
Porto Alegre,55,1,1,1,525800
São Paulo,820,4,4,5,2216400
São Paulo,168,3,4,2,1487000
Porto Alegre,68,1,2,1,630800
São Paulo,260,4,4,6,1843400
São Paulo,93,2,2,1,758400
São Paulo,73,2,2,1,423200
São Paulo,182,3,3,5,902800
Rio de Janeiro,215,3,2,0,1098000
São Paulo,280,3,3,4,2126300
Rio de Janeiro,68,2,1,1,330200
São Paulo,76,1,2,1,1092800
São Paulo,156,3,4,3,2286200
Porto Alegre,271,4,3,1,1191400
Campinas,297,4,6,2,1213800
São Paulo,73,2,1,1,381800
São Paulo,350,3,4,5,1335000
São Paulo,100,2,3,3,1839400
São Paulo,100,3,2,0,615200
Campinas,180,3,4,4,1139000
São Paulo,350,7,4,2,992400
Porto Alegre,40,1,1,0,240200
Rio de Janeiro,106,3,2,1,1367400
São Paulo,63,2,2,1,2454300
Rio de Janeiro,200,4,3,2,2404200
Rio de Janeiro,65,2,2,0,800000
Rio de Janeiro,25,1,1,0,483600
São Paulo,95,3,2,2,654400
São Paulo,36,1,1,1,824800
Rio de Janeiro,273,4,4,2,2752400
São Paulo,159,2,2,1,1148200
Rio de Janeiro,110,2,2,1,1796400
Porto Alegre,130,4,4,3,2578100
São Paulo,20,1,1,0,200600
São Paulo,330,4,5,4,867000
Rio de Janeiro,30,1,1,0,361400
São Paulo,190,4,3,2,1473400
São Paulo,195,2,3,1,1582200
São Paulo,43,2,7,2,511200
Campinas,49,2,1,1,247200
São Paulo,68,3,1,1,420600
Porto Alegre,63,2,2,2,550400
São Paulo,298,4,4,3,2732100
São Paulo,52,1,2,1,998200
São Paulo,350,3,2,4,2269600
São Paulo,170,4,2,1,1654600
Rio de Janeiro,120,3,2,2,1500600
Rio de Janeiro,30,1,1,0,413400
Belo Horizonte,67,2,1,0,323000
São Paulo,210,3,4,0,887800
Porto Alegre,40,1,1,1,264800
Porto Alegre,117,3,2,1,874600
São Paulo,67,2,1,1,402400
Belo Horizonte,70,3,2,2,541600
Porto Alegre,60,2,1,2,285000
São Paulo,856,5,7,6,4525700
Rio de Janeiro,34,1,1,0,482400
São Paulo,717,5,5,8,2372400
Porto Alegre,96,2,1,0,251000
São Paulo,20,1,1,0,511000
Porto Alegre,70,1,2,0,317200
Rio de Janeiro,65,1,1,0,643800
São Paulo,58,2,2,1,424600
São Paulo,140,3,3,3,1333800
São Paulo,195,3,4,3,1737400
Rio de Janeiro,83,2,1,1,607200
Porto Alegre,40,1,1,1,291000
São Paulo,70,1,1,0,182800
Rio de Janeiro,94,3,3,2,1499600
São Paulo,34,1,1,1,691200
Campinas,30,1,1,0,171200
São Paulo,73,2,2,1,423200
Campinas,270,3,3,3,2074200
São Paulo,40,1,1,1,824400
São Paulo,25,1,1,0,169800
São Paulo,112,3,2,1,961400
São Paulo,105,3,2,2,730600
São Paulo,130,3,2,2,691600
Belo Horizonte,118,4,2,1,608400
Campinas,85,3,2,1,408400
São Paulo,380,4,4,3,1522600
Belo Horizonte,55,2,1,1,309800
São Paulo,109,3,2,1,1363600
Belo Horizonte,758,5,4,5,5116200
Belo Horizonte,300,4,3,3,1382600
Belo Horizonte,72,2,3,0,695600
Belo Horizonte,148,4,3,2,1571800
Porto Alegre,75,2,1,0,299800
Rio de Janeiro,68,2,2,1,362400
São Paulo,64,2,2,2,597200
Belo Horizonte,206,4,3,2,1736400
São Paulo,320,3,4,3,2057800
Rio de Janeiro,116,3,3,2,664000
Campinas,560,7,7,8,2009700
São Paulo,320,4,3,4,1711600
Rio de Janeiro,55,1,1,1,1163200
São Paulo,85,2,2,0,1162600
São Paulo,100,2,2,1,746600
São Paulo,400,5,5,5,1799400
Porto Alegre,220,3,2,2,540000
Rio de Janeiro,80,2,2,0,625000
Campinas,66,1,1,2,447800
Porto Alegre,80,2,2,1,506000
São Paulo,260,5,4,4,3188000
São Paulo,450,4,5,6,2057600
Porto Alegre,88,2,2,1,696200
Campinas,157,3,5,3,1966200
São Paulo,129,3,5,0,1567600
São Paulo,23,1,1,1,572200
São Paulo,692,5,6,5,4278300
São Paulo,310,3,4,3,1571600
Porto Alegre,215,3,4,2,1170600
São Paulo,250,3,4,2,891200
São Paulo,140,3,2,2,734400
São Paulo,100,1,1,0,193000
Campinas,47,2,1,1,297800
Campinas,48,2,1,1,301200
São Paulo,71,2,3,2,859400
São Paulo,70,2,1,2,301400
São Paulo,67,2,1,1,710600
São Paulo,120,3,2,1,392400
São Paulo,465,5,5,2,2119500
Rio de Janeiro,120,3,2,0,1242800
São Paulo,92,2,1,0,549600
Porto Alegre,78,3,2,2,888200
Campinas,60,2,1,1,279600
São Paulo,100,3,1,1,423600
São Paulo,87,2,3,2,1306000
São Paulo,160,2,2,4,627400
São Paulo,100,2,3,2,1107200
São Paulo,52,2,1,1,346000
São Paulo,109,4,2,2,1611600
Rio de Janeiro,26,1,1,0,320400
São Paulo,270,4,5,2,2197500
Belo Horizonte,208,3,4,3,1287400
Belo Horizonte,20,1,1,1,202800
São Paulo,50,2,1,1,326000
Rio de Janeiro,138,2,1,0,399600
Campinas,58,2,2,2,778400
São Paulo,198,3,4,3,2343800
São Paulo,115,4,4,3,1413600
Rio de Janeiro,128,3,3,2,3238400
São Paulo,66,1,1,0,729200
São Paulo,234,3,5,3,3652200
São Paulo,380,4,4,6,1301600
São Paulo,113,2,1,1,817800
São Paulo,160,3,3,2,546000
Rio de Janeiro,80,2,1,0,313000
São Paulo,33,2,1,0,199000
Porto Alegre,50,2,1,1,324400
Rio de Janeiro,65,1,1,0,521800
São Paulo,40,1,1,0,179400
São Paulo,261,3,4,4,3745500
Belo Horizonte,50,2,1,1,262800
Porto Alegre,281,4,4,2,1052400
São Paulo,119,2,1,1,362000
Belo Horizonte,52,2,1,1,299000
Porto Alegre,40,1,1,0,237600
Porto Alegre,47,1,1,0,226600
Porto Alegre,35,1,1,0,273000
São Paulo,40,1,1,0,154000
Belo Horizonte,55,2,1,1,186000
Rio de Janeiro,72,2,1,1,447200
Porto Alegre,30,1,1,0,197200
Rio de Janeiro,57,1,1,1,3101800
São Paulo,70,1,1,1,223400
São Paulo,63,2,2,1,1095600
São Paulo,220,3,4,3,2480200
São Paulo,126,4,3,4,703400
Porto Alegre,147,2,3,2,1698200
São Paulo,70,3,2,1,508400
São Paulo,99,2,1,1,524600
Rio de Janeiro,90,3,1,0,382000
Rio de Janeiro,100,2,1,0,416800
Rio de Janeiro,48,1,1,0,350400
Belo Horizonte,247,4,5,4,3384000
São Paulo,443,5,5,4,2535800
Rio de Janeiro,200,2,3,2,1603600
Belo Horizonte,360,4,3,4,1357600
São Paulo,20,1,1,0,511000
Rio de Janeiro,90,3,2,0,809200
São Paulo,297,4,4,6,687600
Porto Alegre,180,3,3,2,723000
São Paulo,54,1,2,1,1445400
Porto Alegre,90,2,2,1,603400
Campinas,105,3,3,2,737600
Porto Alegre,67,2,1,1,646600
Campinas,45,1,1,0,162800
Belo Horizonte,33,1,1,1,360200
São Paulo,45,1,1,0,160600
Porto Alegre,127,3,3,0,529200
São Paulo,120,3,3,2,2032400
São Paulo,75,2,1,1,504000
São Paulo,220,3,2,3,1626600
São Paulo,50,1,1,1,1162800
Porto Alegre,115,3,2,1,737400
Campinas,75,2,2,1,642400
Rio de Janeiro,65,2,2,0,265000
Rio de Janeiro,39,1,1,0,645600
São Paulo,200,2,3,2,851400
São Paulo,72,2,1,0,638600
Rio de Janeiro,108,2,2,1,1241600
São Paulo,32,1,1,1,1077200
São Paulo,106,3,2,1,896200
Belo Horizonte,70,3,1,1,291000
Rio de Janeiro,120,3,2,1,1376600
Campinas,55,1,1,0,206800
São Paulo,100,3,1,0,504800
São Paulo,162,2,2,1,1296800
São Paulo,75,2,1,1,490000
Campinas,44,1,1,0,190200
São Paulo,130,2,2,2,2115600
Campinas,147,4,3,1,723000
Porto Alegre,70,2,1,0,308400
Porto Alegre,64,2,2,2,558800
Rio de Janeiro,180,4,3,1,1243400
Porto Alegre,42,2,1,0,335600
São Paulo,117,3,3,1,1295800
Rio de Janeiro,180,3,4,2,3354300
São Paulo,65,3,2,1,798400
São Paulo,29,1,1,0,418200
São Paulo,600,4,6,3,2639800
São Paulo,145,3,3,1,2579500
São Paulo,310,4,4,4,4125900
Belo Horizonte,260,4,4,3,1485000
São Paulo,320,3,3,2,2244000
Belo Horizonte,70,3,1,1,234800
Rio de Janeiro,35,1,1,0,226200
Porto Alegre,320,3,4,4,1054400
Porto Alegre,82,2,2,2,642600
São Paulo,62,2,2,1,699400
Porto Alegre,60,3,1,0,373800
Porto Alegre,78,3,2,0,427200
São Paulo,385,4,5,6,2739900
Porto Alegre,214,3,3,2,1310400
São Paulo,233,4,5,4,2894200
Rio de Janeiro,60,2,1,1,454000
Belo Horizonte,22,1,1,0,362600
Rio de Janeiro,100,2,3,0,370400
São Paulo,90,2,1,1,817800
Rio de Janeiro,60,2,2,0,635200
São Paulo,22,1,1,0,510400
Porto Alegre,80,2,1,0,326800
São Paulo,110,3,4,3,799000
Rio de Janeiro,120,2,2,1,337400
Belo Horizonte,193,3,3,1,2791800
São Paulo,55,2,1,1,375800
Rio de Janeiro,165,3,3,1,1902200
Porto Alegre,46,1,1,2,644800
Rio de Janeiro,55,2,1,0,535800
São Paulo,150,2,2,1,600000
São Paulo,57,1,1,0,1278800
Rio de Janeiro,160,3,2,1,1830800
São Paulo,200,4,4,2,2327900
Campinas,60,1,2,1,411400
São Paulo,180,3,2,1,1591600
São Paulo,62,1,1,0,535400
Rio de Janeiro,90,3,2,1,943800
Rio de Janeiro,35,1,1,0,601400
São Paulo,95,2,1,1,911800
São Paulo,320,5,5,4,2574000
Rio de Janeiro,127,3,2,2,536400
São Paulo,210,3,2,2,1616200
São Paulo,160,4,3,2,1453000
São Paulo,273,3,2,5,724200
São Paulo,211,4,5,4,1221200
São Paulo,145,2,3,2,2542100
Porto Alegre,92,2,2,1,489000
Campinas,70,2,3,1,645200
Campinas,254,3,4,2,659400
São Paulo,350,4,4,2,2078300
São Paulo,55,1,1,0,318400
São Paulo,80,3,2,2,740600
São Paulo,280,3,3,4,1634400
São Paulo,100,3,1,0,399000
Rio de Janeiro,98,3,2,1,1539200
São Paulo,85,2,3,1,829000
São Paulo,78,2,2,2,830000
São Paulo,58,2,1,1,533600
Rio de Janeiro,50,1,1,1,991600
São Paulo,30,1,1,0,404200
São Paulo,75,2,1,1,1748400
Campinas,350,4,6,6,1739200
São Paulo,136,3,4,3,965200
São Paulo,290,3,3,3,1732600
São Paulo,99,2,2,2,952600
Porto Alegre,750,5,3,6,1633600
São Paulo,110,2,2,1,735600
Porto Alegre,340,2,3,2,1175200
São Paulo,178,2,1,1,1276800
Belo Horizonte,28,1,1,1,363400
Belo Horizonte,38,1,1,0,263600
Porto Alegre,254,3,4,2,1292000
Porto Alegre,51,2,1,1,268200
São Paulo,134,3,3,2,967000
São Paulo,38,1,1,1,541400
São Paulo,400,4,5,3,3038100
Rio de Janeiro,136,3,2,2,2226200
São Paulo,250,4,5,2,2832200
Campinas,94,2,2,2,1021200
Rio de Janeiro,62,2,2,1,479200
São Paulo,80,2,2,1,528800
Campinas,89,3,1,1,609200
Campinas,51,2,1,0,257000
São Paulo,40,1,1,1,915400
Porto Alegre,47,1,1,1,526600
São Paulo,210,3,5,3,1149800
São Paulo,230,4,4,4,3411600
São Paulo,70,2,2,1,607200
Porto Alegre,117,3,1,1,386200
Belo Horizonte,54,2,2,0,303000
São Paulo,105,2,1,0,390600
Rio de Janeiro,47,2,2,0,1082600
São Paulo,120,3,1,0,498800
Rio de Janeiro,284,4,6,2,3087500
São Paulo,58,2,1,1,643600
Porto Alegre,95,2,1,1,642000
Rio de Janeiro,65,2,1,0,212600
Porto Alegre,188,3,4,2,903600
Belo Horizonte,21,1,1,0,216400
São Paulo,65,2,2,1,788200
Rio de Janeiro,50,2,1,0,468800
São Paulo,150,4,3,3,1544400
Porto Alegre,90,3,3,1,589600
Belo Horizonte,400,3,3,6,1747400
Campinas,64,2,2,2,513200
São Paulo,80,2,1,1,499800
São Paulo,300,3,5,4,2928400
São Paulo,240,3,3,2,810000
São Paulo,50,2,1,1,365600
São Paulo,820,4,4,6,3639600
Porto Alegre,58,1,1,1,564600
São Paulo,230,3,2,2,840800
Porto Alegre,43,1,1,1,696200
São Paulo,280,6,6,3,1238800
São Paulo,54,2,1,1,403600
Belo Horizonte,200,6,2,1,718000
São Paulo,360,3,5,6,3084100
São Paulo,650,5,8,7,3578300
Porto Alegre,38,1,1,0,239400
Belo Horizonte,373,4,5,5,3597900
Porto Alegre,47,1,1,1,526600
São Paulo,133,3,2,2,924000
Belo Horizonte,150,4,2,2,1063600
Campinas,80,3,2,1,344000
São Paulo,129,4,2,3,1438000
São Paulo,275,3,5,6,2739600
Rio de Janeiro,44,1,1,0,488000
Belo Horizonte,60,1,2,1,567800
Belo Horizonte,170,3,4,4,2168400
São Paulo,40,1,1,2,532600
Belo Horizonte,200,4,4,4,1523600
São Paulo,170,4,4,3,1180200
São Paulo,200,5,3,2,2170400
São Paulo,31,1,1,0,459200
Porto Alegre,135,3,2,1,741200
São Paulo,400,3,3,1,2856200
Porto Alegre,70,2,1,0,320600
São Paulo,64,1,1,0,454600
Rio de Janeiro,73,2,1,1,392000
São Paulo,240,3,4,3,1895600
São Paulo,115,2,1,1,382200
São Paulo,400,3,4,3,2268000
São Paulo,147,4,2,0,848800
Belo Horizonte,58,2,1,1,268000
Campinas,92,3,2,2,574200
São Paulo,330,3,6,4,1896800
Porto Alegre,60,2,1,0,314400
São Paulo,240,4,5,4,1982200
Porto Alegre,38,1,1,0,238000
São Paulo,141,3,2,2,1927600
Porto Alegre,43,1,1,1,800200
Porto Alegre,62,2,1,0,254800
Campinas,50,2,1,1,361000
Porto Alegre,75,2,1,1,320400
São Paulo,180,3,2,1,1188200
Campinas,33,1,1,0,181600
São Paulo,580,6,6,8,2590100
São Paulo,136,3,3,2,1089200
São Paulo,238,4,4,3,1809800
São Paulo,109,3,2,2,1235000
São Paulo,90,2,1,0,521400
Porto Alegre,171,2,2,1,686600
São Paulo,40,1,1,0,339800
Campinas,119,3,2,2,615600
Belo Horizonte,330,5,7,5,1373400
São Paulo,60,1,1,1,1169200
São Paulo,118,3,2,1,1579800
São Paulo,134,2,2,1,1035200
São Paulo,280,3,4,1,771400
São Paulo,120,3,2,1,387400
São Paulo,288,4,6,4,1808600
São Paulo,180,3,3,2,1152000
São Paulo,43,1,1,1,710000
São Paulo,57,1,1,0,1278800
São Paulo,200,3,3,0,927800
São Paulo,96,3,3,0,823600
São Paulo,320,4,5,4,1463000
Belo Horizonte,110,3,2,2,550200
São Paulo,35,1,1,1,780000
São Paulo,270,4,5,6,2313600
São Paulo,85,2,1,1,365800
São Paulo,60,2,2,1,769600
São Paulo,550,4,5,5,1190200
São Paulo,45,1,1,0,868600
São Paulo,130,3,2,2,1072000
Rio de Janeiro,50,1,1,0,212200
São Paulo,55,2,1,1,533000
Porto Alegre,47,1,1,1,526600
Belo Horizonte,192,4,3,3,608000
São Paulo,70,2,2,2,516400
Porto Alegre,78,2,1,0,362800
Porto Alegre,45,1,1,1,263600
Belo Horizonte,250,2,2,1,199400
Rio de Janeiro,90,3,1,0,562200
Rio de Janeiro,186,3,4,2,3328300
São Paulo,33,1,1,0,910000
Porto Alegre,250,5,4,5,892200
Rio de Janeiro,30,1,1,0,431800
Rio de Janeiro,106,3,1,0,497200
São Paulo,72,2,2,1,719600
São Paulo,90,2,1,1,817800
São Paulo,102,3,2,1,876400
São Paulo,126,3,3,2,1069800
São Paulo,220,3,2,1,1115200
Porto Alegre,42,1,1,1,576800
São Paulo,69,2,1,1,444200
São Paulo,50,2,1,1,377800
São Paulo,120,4,3,2,916400
São Paulo,160,3,3,3,1091600
São Paulo,31,1,1,0,697400
São Paulo,70,3,1,1,327400
São Paulo,37,1,1,1,926200
São Paulo,63,1,1,1,1812600
Rio de Janeiro,57,2,1,0,400800
São Paulo,400,3,2,3,1333400
São Paulo,370,4,5,6,4075800
Rio de Janeiro,255,4,3,0,1580000
São Paulo,110,2,2,1,1019000
Rio de Janeiro,82,2,2,1,933000
Rio de Janeiro,25,1,1,1,1021800
São Paulo,65,2,2,1,517200
Belo Horizonte,45,1,1,0,243800
Rio de Janeiro,95,2,2,2,1619800
Rio de Janeiro,55,1,2,1,384200
Belo Horizonte,96,3,2,2,645000
São Paulo,72,2,1,2,775200
Belo Horizonte,44,2,1,0,210400
Belo Horizonte,2000,3,3,2,1653400
São Paulo,49,2,1,1,374000
São Paulo,119,3,2,1,960600
São Paulo,52,1,1,1,517000
São Paulo,80,2,1,1,411400
São Paulo,200,3,3,3,1647400
São Paulo,181,3,4,3,2301500
Belo Horizonte,220,4,3,2,853600
Porto Alegre,125,3,3,1,738000
Campinas,55,1,1,0,306800
Porto Alegre,28,1,1,0,265400
Porto Alegre,48,2,1,1,304800
São Paulo,222,4,3,4,2036300
São Paulo,138,3,3,2,576400
São Paulo,72,2,1,1,479400
São Paulo,171,4,4,4,2504200
Rio de Janeiro,55,1,2,1,706200
Rio de Janeiro,120,2,3,1,824600
São Paulo,102,3,3,2,1058200
São Paulo,118,3,3,2,1055800
São Paulo,55,2,1,0,295200
Porto Alegre,197,4,3,2,1114400
São Paulo,49,1,1,0,274200
Rio de Janeiro,45,1,1,0,868400
Campinas,104,2,2,2,1112800
Campinas,73,3,2,2,625200
Porto Alegre,55,1,1,0,303400
São Paulo,202,4,4,3,1855400
São Paulo,54,2,1,1,476200
São Paulo,75,2,1,0,256600
Rio de Janeiro,89,3,2,0,804800
São Paulo,46,1,1,0,434600
São Paulo,386,4,6,4,2336100
Porto Alegre,240,3,3,1,892800
São Paulo,61,3,2,1,741200
São Paulo,80,2,2,1,585600
Belo Horizonte,45,2,1,1,307400
São Paulo,18,1,1,0,348400
São Paulo,30,1,1,1,609200
São Paulo,300,4,4,6,886400
São Paulo,69,1,1,1,434600
Campinas,157,3,2,2,745200
Rio de Janeiro,30,1,1,0,204800
Belo Horizonte,32,1,1,0,282800
Belo Horizonte,83,3,2,2,444000
São Paulo,55,2,2,2,589800
São Paulo,70,1,1,1,736400
São Paulo,20,1,1,0,679800
Belo Horizonte,298,4,2,3,656000
Belo Horizonte,90,3,2,1,339600
São Paulo,147,2,2,1,1153000
São Paulo,48,1,1,1,405200
São Paulo,32,1,1,1,1018800
São Paulo,195,4,2,3,862800
Campinas,350,4,3,4,1418200
São Paulo,74,2,1,0,506800
São Paulo,130,3,2,2,1037400
Campinas,60,2,3,0,580600
Belo Horizonte,55,2,1,1,418400
São Paulo,89,3,2,2,545000
Porto Alegre,70,2,2,2,832800
Belo Horizonte,141,4,2,1,633400
Belo Horizonte,260,4,2,2,558400
São Paulo,168,4,2,2,655400
Belo Horizonte,24,1,1,1,112000
São Paulo,240,4,4,5,1541600
São Paulo,178,3,4,4,2580200
São Paulo,58,2,1,1,606200
São Paulo,800,4,7,8,3767700
São Paulo,180,3,2,2,2113900
São Paulo,101,3,4,2,1522800
São Paulo,50,1,1,0,198200
Belo Horizonte,55,2,1,1,173000
São Paulo,120,2,3,2,1096400
Campinas,42,2,1,1,204600
Belo Horizonte,40,1,1,1,174400
São Paulo,78,2,2,2,1521600
Porto Alegre,144,3,2,1,900000
Rio de Janeiro,70,3,1,1,393400
Campinas,440,4,4,4,895600
Porto Alegre,44,1,1,1,386800
São Paulo,596,4,5,2,3569600
Porto Alegre,230,3,4,3,2579500
Belo Horizonte,100,2,1,0,729200
São Paulo,300,3,3,8,1173800
São Paulo,47,2,1,0,459600
Campinas,105,3,2,2,601200
São Paulo,65,2,2,1,386000
São Paulo,65,3,2,1,506200
São Paulo,60,2,2,2,704200
Campinas,314,3,4,3,882000
São Paulo,70,2,1,0,383000
Rio de Janeiro,80,3,2,1,523800
São Paulo,350,3,5,5,1251600
Porto Alegre,52,1,1,0,208800
São Paulo,380,4,5,6,1970000
Rio de Janeiro,70,1,1,0,665600
São Paulo,45,2,1,1,580200
São Paulo,44,1,1,1,991600
São Paulo,142,4,4,3,1025400
Belo Horizonte,96,3,1,1,591800
São Paulo,88,2,3,2,907000
São Paulo,169,3,4,3,2280300
Rio de Janeiro,40,1,1,0,252400
São Paulo,45,1,1,0,193000
Rio de Janeiro,320,3,2,0,1734000
São Paulo,82,1,2,1,2433500
São Paulo,180,3,4,3,2399500
São Paulo,340,4,4,4,2621800
Belo Horizonte,100,3,3,1,667400
São Paulo,160,3,3,3,2622100
São Paulo,160,4,4,3,1925000
Campinas,100,3,2,2,436200
São Paulo,33,1,1,1,970000
São Paulo,35,1,2,1,442400
Porto Alegre,52,2,2,1,464000
São Paulo,180,3,2,2,1630800
São Paulo,180,3,2,1,641800
São Paulo,300,4,4,4,2858400
São Paulo,79,2,1,0,458800
Porto Alegre,66,2,1,0,362200
São Paulo,26,1,1,0,417400
São Paulo,367,4,5,6,2919600
Campinas,60,2,1,1,294400
São Paulo,80,2,3,1,381600
Rio de Janeiro,50,2,1,0,251600
Rio de Janeiro,100,3,1,0,539000
São Paulo,250,3,4,3,1942200
Porto Alegre,40,1,1,1,517200
São Paulo,68,2,2,1,631200
São Paulo,35,1,1,1,800200
Porto Alegre,46,2,1,1,202600
São Paulo,21,1,1,0,656600
Rio de Janeiro,45,1,1,0,1128200
Belo Horizonte,107,3,2,2,640200
São Paulo,220,3,3,5,1522600
São Paulo,380,5,7,4,1779200
São Paulo,150,3,3,2,1353600
Rio de Janeiro,15,1,1,0,202600
São Paulo,35,1,1,0,314400
São Paulo,120,3,4,2,1041800
São Paulo,24,2,2,1,1340800
Porto Alegre,70,2,2,1,667000
Porto Alegre,50,1,2,0,273400
São Paulo,220,3,4,4,2317900
São Paulo,180,3,4,3,1042000
Porto Alegre,148,3,2,3,842200
São Paulo,52,2,1,1,399600
Porto Alegre,48,2,1,0,162200
São Paulo,160,4,5,2,1717400
São Paulo,40,1,1,0,213800
São Paulo,40,1,1,0,643400
Campinas,143,3,2,3,359200
Campinas,550,3,4,8,1010000
São Paulo,35,1,1,1,854200
Porto Alegre,50,2,1,0,363800
São Paulo,210,4,4,3,2396300
São Paulo,60,2,2,2,577800
São Paulo,217,4,4,3,2158400
Rio de Janeiro,300,3,3,2,3962000
Rio de Janeiro,45,1,1,0,465200
São Paulo,230,5,3,0,1530400
Campinas,139,3,5,3,1621400
São Paulo,48,2,1,0,293600
São Paulo,145,3,3,3,2784000
Porto Alegre,65,1,1,0,441200
Porto Alegre,180,3,3,2,678000
São Paulo,438,5,6,5,2599800
São Paulo,100,2,2,1,706000
Rio de Janeiro,430,4,4,2,2949800
São Paulo,315,4,5,5,1505800
Porto Alegre,374,3,4,2,2274000
São Paulo,270,3,2,1,1260800
Campinas,92,2,3,2,1157800
Porto Alegre,220,3,3,2,2465500
São Paulo,243,4,3,3,1420800
Porto Alegre,240,3,3,7,762000
São Paulo,260,4,5,5,3038100
Porto Alegre,63,3,2,2,536200
São Paulo,238,4,5,3,3586300
São Paulo,60,2,2,2,541400
São Paulo,82,2,2,0,455200
Campinas,74,3,1,1,283400
Belo Horizonte,40,1,1,2,922000
Porto Alegre,70,3,1,1,308200
Belo Horizonte,83,3,2,3,604200
São Paulo,55,2,1,0,349600
São Paulo,290,3,2,2,1891000
Rio de Janeiro,250,5,3,4,1098800
São Paulo,350,4,3,4,2031500
São Paulo,330,5,4,2,1697000
Campinas,82,3,3,2,444600
São Paulo,60,2,2,1,439400
Rio de Janeiro,74,2,1,0,657000
Belo Horizonte,160,3,3,2,565200
Porto Alegre,483,4,4,0,1627800
São Paulo,35,1,1,0,740000
São Paulo,285,4,4,3,1203400
Belo Horizonte,50,2,1,1,274600
Rio de Janeiro,77,2,2,0,552800
São Paulo,76,2,2,1,495800
Porto Alegre,200,2,1,0,570000
São Paulo,300,5,4,5,1737600
Rio de Janeiro,105,3,2,1,2762400
Campinas,55,1,1,1,246800
Porto Alegre,75,2,2,1,445000
Campinas,276,3,4,3,2054300
Belo Horizonte,70,2,2,1,337400
São Paulo,460,7,5,5,2453600
Rio de Janeiro,135,4,2,2,1668000
Belo Horizonte,64,2,1,1,285200
Belo Horizonte,76,2,1,1,209200
São Paulo,170,6,4,4,1461800
Belo Horizonte,85,2,1,1,622400
Campinas,49,2,1,1,202600
Rio de Janeiro,128,4,2,0,627200
São Paulo,96,3,2,2,681800
Rio de Janeiro,45,1,1,1,971600
São Paulo,32,1,1,1,1018400
Porto Alegre,37,1,1,0,386200
Belo Horizonte,335,4,4,4,2168200
Rio de Janeiro,56,2,1,1,494000
São Paulo,330,1,3,8,639000
Rio de Janeiro,21,1,1,0,567400
São Paulo,300,5,5,4,1424600
Porto Alegre,373,4,4,4,1474200
São Paulo,53,2,1,1,375200
São Paulo,156,3,3,3,1496000
Porto Alegre,80,2,1,0,289800
São Paulo,74,2,2,2,896400
São Paulo,103,3,2,1,902800
Belo Horizonte,458,8,10,4,1506800
