idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,TO,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MA,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PI,Nordeste
34,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Feminino,CE,Nordeste
33,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,RN,Nordeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PB,Nordeste
43,Funcionário Público,Mestrado,14,Casado,Branco,Masculino,PE,Nordeste
55,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,AL,Nordeste
39,Autônomo,Ensino Fundamental Completo,6,União Estável,Branco,Feminino,SE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,BA,Nordeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,MG,Sudeste
30,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,ES,Sudeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,RJ,Sudeste
60,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PR,Sul
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,RS,Sul
57,Empresário,Ensino Médio Completo,10,Casado,Negro,Masculino,MS,Centro-Oeste
25,Empresário,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,MT,Centro-Oeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,GO,Centro-Oeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
23,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Solteiro,Branco,Masculino,RO,Norte
61,Autônomo,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AC,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Masculino,AM,Norte
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,R,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PA,Norte
49,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,AP,Norte
37,Funcionário Setor Privado,Ensino Médio Incompleto,8,Divorciado,Branco,Masculino,TO,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MA,Nordeste
38,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,PI,Nordeste
34,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,CE,Nordeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RN,Nordeste
27,Servidor Público,Ensino Médio Completo,10,Casado,Negro,Masculino,PB,Nordeste
57,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,AL,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Amarelo,Feminino,SE,Nordeste
49,MEI,Ensino Médio Completo,10,Casado,Branco,Feminino,BA,Nordeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
40,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,RJ,Sudeste
37,Autônomo,Ensino Médio Completo,10,Casado,Branco,Feminino,SP,Sudeste
57,Funcionário Setor Privado,Mestrado,14,Divorciado,Branco,Masculino,PR,Sul
56,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Solteiro,Branco,Feminino,SC,Sul
41,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Masculino,RS,Sul
50,Autônomo,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,MS,Centro-Oeste
33,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,MT,Centro-Oeste
29,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,GO,Centro-Oeste
28,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,DF,Centro-Oeste
35,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,RO,Norte
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AC,Norte
45,Funcionário Setor Privado,Doutorado,16,Divorciado,Negro,Feminino,AM,Norte
30,Autônomo,Ensino Médio Completo,12,Solteiro,Branco,Masculino,R,Norte
35,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
27,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AP,Norte
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,TO,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MA,Nordeste
47,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
47,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,CE,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,RN,Nordeste
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PB,Nordeste
31,Empresário,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,PE,Nordeste
43,Autônomo,Mestrado,14,Divorciado,Branco,Feminino,AL,Nordeste
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Amarelo,Masculino,SE,Nordeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
30,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MG,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,ES,Sudeste
30,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
36,Funcionário Setor Privado,Doutorado,16,Casado,Branco,Masculino,SP,Sudeste
20,Servidor Público,Ensino Médio Completo,12,Solteiro,Branco,Masculino,PR,Sul
61,,Ensino Fundamental Incompleto,2,Casado,Branco,Masculino,SC,Sul
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
59,Empresário,Ensino Médio Completo,10,Casado,Branco,Masculino,MS,Centro-Oeste
60,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MT,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,GO,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,DF,Centro-Oeste
40,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RO,Norte
20,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,AC,Norte
47,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,AM,Norte
40,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Masculino,R,Norte
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PA,Norte
75,Aposentado,Ensino Médio Completo,10,Casado,Branco,Masculino,AP,Norte
25,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,TO,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,MA,Nordeste
29,Autônomo,Ensino Médio Completo,12,Viúvo,Branco,Feminino,PI,Nordeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
45,Servidor Público,Ensino Médio Completo,13,Separado,Branco,Feminino,RN,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PB,Nordeste
46,Funcionário Setor Privado,Ensino Médio Completo,12,Viúvo,Branco,Feminino,PE,Nordeste
41,Servidor Público,Ensino Médio Completo,10,Divorciado,Negro,Feminino,AL,Nordeste
29,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SE,Nordeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Indígena,Masculino,BA,Nordeste
39,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Masculino,MG,Sudeste
37,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,ES,Sudeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,RJ,Sudeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SP,Sudeste
18,,Ensino Médio Incompleto,9,Solteiro,Pardo,Feminino,PR,Sul
52,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,SC,Sul
42,Empresário,Ensino Médio Completo,12,Casado,Indígena,Feminino,RS,Sul
22,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Casado,Branco,Masculino,MS,Centro-Oeste
66,Aposentado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MT,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
40,Empresário,Ensino Médio Completo,12,Solteiro,Branco,Masculino,DF,Centro-Oeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Indígena,Feminino,RO,Norte
51,Empresário,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AC,Norte
34,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,AM,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
43,Funcionário Setor Privado,Ensino Médio Completo,13,União Estável,Branco,Feminino,PA,Norte
34,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,AP,Norte
42,Empresário,Mestrado,14,Solteiro,Branco,Feminino,TO,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,MA,Nordeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PI,Nordeste
64,Empresário,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,CE,Nordeste
24,Funcionário Público,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RN,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PB,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
44,Autônomo,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,AL,Nordeste
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SE,Nordeste
33,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
35,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
41,Funcionário Setor Privado,Ensino Fundamental Completo,6,União Estável,Branco,Feminino,ES,Sudeste
42,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Negro,Masculino,RJ,Sudeste
51,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,SP,Sudeste
32,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Negro,Feminino,PR,Sul
37,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,SC,Sul
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,RS,Sul
24,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,MS,Centro-Oeste
29,,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MT,Centro-Oeste
45,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,GO,Centro-Oeste
52,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,DF,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RO,Norte
46,MEI,Ensino Médio Completo,13,Divorciado,Branco,Feminino,AC,Norte
63,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Masculino,AM,Norte
32,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,R,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PA,Norte
72,Aposentado,Ensino Médio Completo,10,Casado,Branco,Masculino,AP,Norte
35,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,TO,Norte
29,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,MA,Nordeste
35,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
70,Aposentado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,CE,Nordeste
65,,Ensino Médio Completo,13,Casado,Branco,Masculino,RN,Nordeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PB,Nordeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,PE,Nordeste
49,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
60,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,SE,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,BA,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MG,Sudeste
42,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Negro,Masculino,ES,Sudeste
25,Servidor Público,Mestrado,14,Solteiro,Branco,Feminino,RJ,Sudeste
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
25,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
47,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SC,Sul
30,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RS,Sul
21,,Ensino Médio Completo,12,Solteiro,Branco,Feminino,MS,Centro-Oeste
38,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
37,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,DF,Centro-Oeste
56,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,RO,Norte
52,Servidor Público,Ensino Médio Completo,11,Casado,Branco,Masculino,AC,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AM,Norte
29,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
23,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Feminino,AP,Norte
45,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,TO,Norte
30,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MA,Nordeste
45,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RN,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PB,Nordeste
43,Funcionário Setor Privado,Mestrado,14,Viúvo,Branco,Masculino,PE,Nordeste
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AL,Nordeste
72,Aposentado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,SE,Nordeste
21,,Ensino Médio Completo,10,Solteiro,Branco,Feminino,BA,Nordeste
57,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
42,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
17,Menor Aprendiz,Ensino Fundamental Completo,5,Solteiro,Negro,Masculino,SC,Sul
48,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RS,Sul
39,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,MS,Centro-Oeste
41,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
50,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Branco,Feminino,GO,Centro-Oeste
57,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,DF,Centro-Oeste
44,Empresário,Doutorado,16,Casado,Branco,Masculino,RO,Norte
20,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AC,Norte
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
44,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Negro,Feminino,R,Norte
42,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,PA,Norte
18,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AP,Norte
18,Funcionário Setor Privado,Ensino Médio Incompleto,8,Solteiro,Branco,Masculino,TO,Norte
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Negro,Feminino,MA,Nordeste
28,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PI,Nordeste
39,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Feminino,CE,Nordeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
41,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,PB,Nordeste
39,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PE,Nordeste
42,Autônomo,Ensino Médio Incompleto,7,Separado,Branco,Feminino,AL,Nordeste
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SE,Nordeste
63,,Ensino Fundamental Completo,6,Casado,Branco,Masculino,BA,Nordeste
47,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MG,Sudeste
27,Empresário,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
39,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,RJ,Sudeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SP,Sudeste
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PR,Sul
70,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
35,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,MT,Centro-Oeste
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,GO,Centro-Oeste
22,,Ensino Médio Completo,10,Solteiro,Branco,Masculino,DF,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,RO,Norte
60,Empresário,Mestrado,14,Casado,Branco,Masculino,AC,Norte
53,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,AM,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,R,Norte
34,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PA,Norte
37,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,AP,Norte
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,TO,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MA,Nordeste
27,,Ensino Médio Incompleto,9,Casado,Branco,Feminino,PI,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,CE,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RN,Nordeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PB,Nordeste
18,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PE,Nordeste
27,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Feminino,AL,Nordeste
56,,Ensino Médio Completo,10,Divorciado,Branco,Feminino,SE,Nordeste
40,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,BA,Nordeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,ES,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,RJ,Sudeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Feminino,SP,Sudeste
38,Funcionário Setor Privado,Ensino Fundamental Completo,6,Divorciado,Branco,Masculino,PR,Sul
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Masculino,SC,Sul
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,RS,Sul
48,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,MS,Centro-Oeste
34,,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,MT,Centro-Oeste
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,União Estável,Branco,Masculino,DF,Centro-Oeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RO,Norte
21,,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AC,Norte
65,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,AM,Norte
31,Empresário,Ensino Médio Incompleto,9,Casado,Negro,Masculino,R,Norte
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,PA,Norte
68,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AP,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Pardo,Feminino,TO,Norte
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,MA,Nordeste
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PI,Nordeste
42,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Pardo,Feminino,CE,Nordeste
39,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,RN,Nordeste
31,Autônomo,Ensino Fundamental Completo,5,Casado,Branco,Masculino,PB,Nordeste
28,Servidor Público,Ensino Médio Completo,13,Casado,Branco,Masculino,PE,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,AL,Nordeste
42,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Feminino,SE,Nordeste
62,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Amarelo,Feminino,ES,Sudeste
60,,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,SP,Sudeste
30,Funcionário Setor Privado,Ensino Fundamental Completo,6,Casado,Branco,Masculino,PR,Sul
64,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,SC,Sul
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,RS,Sul
41,Autônomo,Ensino Médio Completo,12,Casado,Branco,Masculino,MS,Centro-Oeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MT,Centro-Oeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
40,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,DF,Centro-Oeste
58,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
31,Funcionário Setor Privado,Mestrado,15,Solteiro,Branco,Feminino,AC,Norte
50,Empresário,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,AM,Norte
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Masculino,R,Norte
31,,Ensino Médio Incompleto,9,Solteiro,Indígena,Masculino,PA,Norte
50,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,TO,Norte
33,Funcionário Setor Privado,Ensino Médio Incompleto,8,Solteiro,Negro,Masculino,MA,Nordeste
62,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Masculino,PI,Nordeste
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,RN,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Negro,Feminino,PB,Nordeste
38,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,PE,Nordeste
42,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
49,MEI,Ensino Médio Completo,10,Divorciado,Branco,Masculino,SE,Nordeste
53,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,BA,Nordeste
45,Empresário,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Feminino,ES,Sudeste
29,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RJ,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,SP,Sudeste
38,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,PR,Sul
25,MEI,Ensino Médio Completo,11,Solteiro,Branco,Masculino,SC,Sul
51,Servidor Público,Ensino Fundamental Completo,6,Casado,Indígena,Masculino,RS,Sul
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,MS,Centro-Oeste
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MT,Centro-Oeste
